"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/20/2000","380070002","1","0.036","ppm","31","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/21/2000","380070002","1","0.042","ppm","36","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/22/2000","380070002","1","0.04","ppm","34","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/23/2000","380070002","1","0.042","ppm","36","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/24/2000","380070002","1","0.046","ppm","39","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/25/2000","380070002","1","0.039","ppm","33","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/26/2000","380070002","1","0.037","ppm","31","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/27/2000","380070002","1","0.038","ppm","32","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/28/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/29/2000","380070002","1","0.05","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"06/30/2000","380070002","1","0.057","ppm","48","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/01/2000","380070002","1","0.062","ppm","58","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/02/2000","380070002","1","0.049","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/03/2000","380070002","1","0.051","ppm","43","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/04/2000","380070002","1","0.052","ppm","44","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/05/2000","380070002","1","0.055","ppm","47","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/06/2000","380070002","1","0.048","ppm","41","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/07/2000","380070002","1","0.051","ppm","43","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/08/2000","380070002","1","0.052","ppm","44","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/09/2000","380070002","1","0.04","ppm","34","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/10/2000","380070002","1","0.044","ppm","37","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/11/2000","380070002","1","0.05","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/12/2000","380070002","1","0.052","ppm","44","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/13/2000","380070002","1","0.052","ppm","44","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/14/2000","380070002","1","0.051","ppm","43","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/15/2000","380070002","1","0.052","ppm","44","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/16/2000","380070002","1","0.032","ppm","27","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/17/2000","380070002","1","0.031","ppm","26","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/18/2000","380070002","1","0.033","ppm","28","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/19/2000","380070002","1","0.036","ppm","31","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/20/2000","380070002","1","0.035","ppm","30","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/21/2000","380070002","1","0.034","ppm","29","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/22/2000","380070002","1","0.039","ppm","33","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/23/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/24/2000","380070002","1","0.039","ppm","33","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/25/2000","380070002","1","0.049","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/26/2000","380070002","1","0.048","ppm","41","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/27/2000","380070002","1","0.05","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/28/2000","380070002","1","0.057","ppm","48","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/29/2000","380070002","1","0.053","ppm","45","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/30/2000","380070002","1","0.052","ppm","44","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"07/31/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/01/2000","380070002","1","0.045","ppm","38","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/02/2000","380070002","1","0.049","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/03/2000","380070002","1","0.055","ppm","47","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/04/2000","380070002","1","0.053","ppm","45","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/05/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/06/2000","380070002","1","0.045","ppm","38","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/07/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/08/2000","380070002","1","0.045","ppm","38","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/09/2000","380070002","1","0.053","ppm","45","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/10/2000","380070002","1","0.051","ppm","43","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/11/2000","380070002","1","0.059","ppm","50","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/12/2000","380070002","1","0.057","ppm","48","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/13/2000","380070002","1","0.056","ppm","47","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/14/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/15/2000","380070002","1","0.04","ppm","34","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/16/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/17/2000","380070002","1","0.046","ppm","39","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/18/2000","380070002","1","0.049","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/19/2000","380070002","1","0.049","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/20/2000","380070002","1","0.042","ppm","36","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/21/2000","380070002","1","0.039","ppm","33","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/22/2000","380070002","1","0.044","ppm","37","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/23/2000","380070002","1","0.053","ppm","45","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/24/2000","380070002","1","0.061","ppm","54","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/25/2000","380070002","1","0.059","ppm","50","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/26/2000","380070002","1","0.06","ppm","51","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/27/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/28/2000","380070002","1","0.043","ppm","36","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/29/2000","380070002","1","0.05","ppm","42","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/30/2000","380070002","1","0.035","ppm","30","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"08/31/2000","380070002","1","0.03","ppm","25","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/01/2000","380070002","1","0.032","ppm","27","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/02/2000","380070002","1","0.047","ppm","40","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/03/2000","380070002","1","0.022","ppm","19","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/04/2000","380070002","1","0.046","ppm","39","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/05/2000","380070002","1","0.044","ppm","37","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/06/2000","380070002","1","0.037","ppm","31","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/07/2000","380070002","1","0.038","ppm","32","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/08/2000","380070002","1","0.056","ppm","47","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/09/2000","380070002","1","0.038","ppm","32","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/10/2000","380070002","1","0.037","ppm","31","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/11/2000","380070002","1","0.03","ppm","25","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/12/2000","380070002","1","0.038","ppm","32","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/13/2000","380070002","1","0.039","ppm","33","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/14/2000","380070002","1","0.045","ppm","38","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/15/2000","380070002","1","0.043","ppm","36","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
"09/16/2000","380070002","1","0.048","ppm","41","24","100.0000","44201","Ozone","19860","Dickinson, ND","38","North Dakota","007","Billings","46.8943000009411","-103.37853"
